id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024396,45566.84444,"Caloocan, Philippines",Philippines,Female,24,College degree,"Coursera, Datacamp",The project i did last month ago is a dashboard i made in powerbi data source from kaggle ,Banking / Finance / Insurance,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Monday.com, Zoom, MS Teams, Google Meet, Discord",SQL,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Analytics Association of the Philippines, Community: SPARTA PH, Data Analytics Philippines, DEVCON Philippines, Digital Analytics Philippines, WiTech, Women Who Code Manila","Career advancement, Continued learning, Network","Answer surveys, Volunteer for group initiatives, Volunteer to speak in events",,,Local employer
2024401,45567.66458,"Baco, Oriental Mindoro",Philippines,Female,24,College degree,"Google Analytics, Kaggle Online course",I have no project made as I am new in this field yet I want to expand my knowledge in data analytics.,Energy,Freelance,Work city different from residence,"Calapan City, Oriental Mindoro","15,001 to 25,000",Full-time,100% onsite,Management,Data Analyst,2 to 3,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Google Drive, Zoom, Google Meet",,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Data Analytics Philippines, DataScience.PH, Datasense Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Volunteer to speak in events",None. The group has its proper way in disseminating information in FB group as well as in other platforms.,"LinkedIn, Indeed",Local employer
2024405,45568.69167,"Pasig, Philippines",Philippines,Male,23,College degree,"edX, Udemy, W3Schools, Youtube bootcamp, ossu computer science / data science",A Scheduling System for Laboratories,"IT, BPO, and Business Services",Data Enginering Bootcamp Trainee - Solvento,Work city different from residence,Pasig,"15,000 and below",Internship,Hybrid,Data Engineer Trainee,Data Engineer,6 to 10,,"Pandas, Spark",Don't know,Don't know,"Power BI, Tableau",Don't know,Don't know,Don't know,Don't know,"Apache Hadoop, Apache Spark, Apache Kafka, MongoDB, PostgreSQL","Google sheets, Excel, Dropbox, Google Drive, OneDrive, MS Teams, Google Meet, Discord","Python, SQL","Chatgpt, Copilot, Gemini, Notebook LM",,laptop,"No, I just found out now.","No, I just browsed through.",,,,,Indeed,Local employer
2024417,45570.57917,Pangasinan,Philippines,Prefer not to say,22,College degree,"Cisco, Cybrary, SoloLearn",I created a website just minimal its an e-commerce ,Education,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Discord","Javascript, Python, SQL",Chatgpt,Replit,laptop,"No, I just found out now.","No, I just browsed through.",FTW Foundation,Upskill / Skill acquisition,"Answer surveys, Connect with sponsors",,,N/a
2024419,45570.95208,"Manila, Philippines",Philippines,LGBTQ+,,Other - specify,"AWS Cloud Certification, Datacamp, Git Hub Learning Lab, Google Cloudskills Boost, MicrosoftLearn, W3Schools, Zoomcamp, DICT LMS",I did a data cleaning and made pivot table and relationships of a data.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","M language (Power Query), Python","Chatgpt, Copilot, Gemini, Github copilot","Colab Notebooks, Azure Notebooks, PythonAnywhere Jupyter Notebook",laptop,"No, I just found out now.",,None,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Resource for specific topic, Volunteer for group initiatives",,,
2024420,45571.06528,"Laguna, Philippines",Philippines,Male,23,College degree,"Coursera, LinkedIn Learning, Udemy","I created a detailed and step-by-step working instructions for Distribution Center Operations Analyst which is my former role, since it is very broad and sometimes confusing. Those instructions will be a guide to anyone working on the same role especially for the newbies or the newly hired Analysts. ",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Appscript (Google), DAX (Power BI), Javascript, M language (Power Query), Python, R, SQL","Chatgpt, Gemini",,laptop,"No, I just found out now.","No, I just browsed through.","Data Analytics Philippines, Data Science Philippines Discussion Group (Moderated), Philippine Data Scientists Community - eScience, Power BI Philippines UG","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Volunteer for group initiatives","I think goup chats may help but other than, it's fine.",,N/A
2024427,45572.97708,"San Fernando City, Philippines ",Philippines,Male,21,College degree,"Coursera, Datacamp, Freecodecamp, LeetCode, MicrosoftLearn, W3Schools",Real-time and dynamic Filipino Sign Language recognition model using LSTM and MediaPipe,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet","Javascript, Python","Chatgpt, Copilot, Gemini","Kaggle Notebooks, Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Big Data Analytics PH, Data Analytics Philippines, Power BI Philippines UG","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Co-training/ Training",,,
2024428,45573.47292,"Muntinlupa, Philippines",Philippines,Female,25,College degree,"Coursera, edX",A Supplier Grading System using Machine Learning,"IT, BPO, and Business Services",Career shifter,Work city different from residence,Pasig City,"15,001 to 25,000",Full-time,Hybrid,Compliance Analyst,Data Collection and Management,6 to 10,None,None,Azure Synapse,Don't know,"Power BI, Tableau",Don't know,Don't know,Don't know,Microsoft Azure,SAP HANA,"Excel, Dropbox, OneDrive, MS Teams",Excel,"Chatgpt, Gemini",PythonAnywhere Jupyter Notebook,laptop,"No, I just found out now.","No, I just browsed through.","Data Analytics Philippines, Data Science Philippines, FTW Foundation, Python Philippines","Career advancement, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Resource for specific topic",None so far,"LinkedIn, Jobstreet",Multinational employer
2024431,45573.71736,"Valenzuela, Philippines ",Philippines,Female,22,College degree,Cisco,"I think the best project I did for the last 6 months is our thesis entitled Counting k-potent elements in the Ring of Quadratic Integers Modulo n. The goal of this thesis to count the number of k-potent
 elements in the ring of quadratic integers modulo n, i.e, x ??? Zn[
???
d] such that x
^k = x. This study will contribute to the theoretical understanding of algebraic
number rings, particularly focusing on the ring of quadratic integers modulo n and its k-
potent elements.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord",Python,"Chatgpt, Gemini",,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",Data Analytics Philippines,"Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,,,
2024437,45575.50972,"Manila, Philippines",Philippines,Female,,College degree,"HackerRank, LinkedIn Learning, Udemy, W3Schools","no completed project yet, more on following through tutorials. I do enjoy SQL challenges on Hackerrank.",Not working,Professional,Work city different from residence,Quezon City,"55,001 to 65,000",Full-time,Hybrid,Data Engineer,"Data Engineer, Data Analyst, Software Engineer",6 to 10,,,,,,,,,"Amazon Web Services (AWS), Microsoft Azure",,"Excel, Google Drive, Zoom",SQL,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, Data Science Manila, FTW Foundation","Continued learning, Upskill / Skill acquisition, Network",Answer surveys,I think having a different Facebook chat group and Discord group disperses information. I suggest to drop one of those so knowledge sharing will be seen by many.,My network  - people I know,
2024442,45576.85278,"Bicol, Philippines",Philippines,Male,23,College degree,"Coursera, Datacamp",Translating English Text to American Sign Language. My undergrad thesis project,Education,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord, Notion","Javascript, Python, R","Chatgpt, Copilot","Kaggle Notebooks, Colab Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Datasense Philippines,"Career advancement, Upskill / Skill acquisition","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Resource for specific topic, Co-training/ Training",,,Local employer
2024459,45579.9125,"Pasig, Philippines",Philippines,Male,29,College degree,Datacamp,Have not work with a personal project since I am working fulltime. But will surely used this opportunity to upskill further in the field of data engineering.,"IT, BPO, and Business Services",Career shifter,Work city different from residence,"BGC, Taguig City","45,001 to 55, 000",Full-time,Mostly work from home/ fully remote,Database Operations - More on extracting data following specifications,Database Operations,6 to 10,Don't know,None,AWS Redshift,Don't know,None,Don't know,Don't know,Don't know,Amazon Web Services (AWS),Don't know,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Slack, Discord",SQL,Chatgpt,,laptop,"No, I just found out now.","No, I just browsed through.","Community: SPARTA PH, Data Analytics Philippines","Continued learning, Upskill / Skill acquisition",Co-training/ Training,,My network  - people I know,Multinational employer
2024466,45581.11319,"Antipolo, Rizal",Philippines,Male,25,College degree,"Datacamp, Freecodecamp, Google Analytics, LinkedIn Learning, SoloLearn",N/A,Automation,Freelance,Work city same as residence,Remote,"75,001 to 85,000",Freelance,Mostly work from home/ fully remote,Automation,Data Analyst,1 - Just me,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Google Drive, Slack, Zapier",Python,"Chatgpt, Copilot",,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Science Philippines, Datasense Philippines, PyData Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network",Answer surveys,,LinkedIn,Multinational employer
2024471,45581.19861,"Quezon City, Philippines",Philippines,Female,30,College degree,Not currently using any digital tools for learning,None,"IT, BPO, and Business Services",Professional,Work city different from residence,Taguig,"45,001 to 55, 000",Full-time,Hybrid,Data Analyst,Data Analyst,11 to 30,Don't know,None,None,"Don't know, None",None,None,None,None,None,None,"Google sheets, Excel, OneDrive, MS Teams",,"No, I do not use AI currently",One note,laptop,"No, I just found out now.","No, I just browsed through.","Datasense Philippines, Project SPARTA",Upskill / Skill acquisition,Answer surveys,None,LinkedIn,Multinational employer
2024485,45588.45278,"Las Pinas City, Philippines",Philippines,Prefer not to say,27,College degree,"Cisco, Coursera, Udemy","I've been studying Python, Networking Fundamentals, and Cybersecurity in the past few months and am hoping to work on a project that would put these skills into practice",Own Business/ Consultancy/Freelance,Career shifter,Work city different from residence,Long Island but with a satellite office in Davao City,"35,001 to 45,000",Freelance,Mostly work from home/ fully remote,Previously in management. Currently in content production.,Management,1 - Just me,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Dropbox, Google Drive, Trello, Zoom, Google Meet, Slack, Discord",Python,"Chatgpt, Claude",,desktop,"No, I just found out now.","No, I just browsed through.",NASA Space Apps Philippines,"Career advancement, Decision to shift, Upskill / Skill acquisition","Answer surveys, Volunteer for group initiatives",,"Upwork, Facebook freelancing groups",Multinational employer
2024496,45599.99583,"Calamba city, Laguna",Philippines,Female,23,College degree,Not currently using any digital tools for learning,I did not have project yet. I just recently passed the Electronics Engineering Licensure Examination.,Not working,Professional,Work city same as residence,N/A,"15,000 and below",Other - specify,N/A,N/A,N/A,1 - Just me,None,None,None,None,None,None,None,None,None,None,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord",Python,"Chatgpt, Gemini",,laptop,"No, I just found out now.","No, I just browsed through.",AWS AI/ML,"Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,,N/A,Local employer
2024499,45602.46111,"Muntinlupa, Philippines",Philippines,Female,22,College degree,Datacamp,Thesis - Its a mobility aid trail assistance; intelligent walking stick.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord",Python,Chatgpt,,laptop,"No, I just found out now.","No, I just browsed through.",[Manila] BIG DATA Tech Group,"Career advancement, Upskill / Skill acquisition",Resource for specific topic,,,Local employer
2024500,45603.49167,"Angeles City, Pampanga Philippines",Philippines,Female,24,College degree,"AWS Cloud Certification, Cisco, Coursera, Datacamp, Freecodecamp, Google Analytics, Google Cloudskills Boost, Google Developers, Kaggle Online course, LinkedIn Learning, Skillshare, W3Schools, Youtube bootcamp","I'm stuck in what projects to make, for now I'll focus on learning and hopefully next year will do projects.","IT, BPO, and Business Services",Still in the process of career shifting,Work city different from residence,"Angeles City, Pampanga","25,001 to 35,000",Full-time,100% onsite,Web Developer,Developer,1 - Just me,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"Amazon Web Services (AWS), Google Cloud Platform (GCP)",Don't know,"Google sheets, Excel, Google Drive, MS Teams, Google Meet, Slack, Discord","Javascript, Python, SQL","Chatgpt, Copilot, Gemini","Kaggle Notebooks, Colab Notebooks",desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, AWS AI/ML, Big Data Analytics PH, Data Analytics Philippines, Eskwelabs Data Science Aral-Aral Group, FTW Foundation, Power BI Philippines UG, Women Who Code Manila",Career advancement,Answer surveys,na,"LinkedIn, Indeed",Local employer
2024503,45603.49861,"Davao City, Philippines",Philippines,Female,42,College degree,"Coursera, Google Analytics","Learning Data Analytics, SQL and Power BI","IT, BPO, and Business Services",Career shifter,Work city same as residence,Davao City,"25,001 to 35,000",Freelance,Mostly work from home/ fully remote,Data Consolidation ,"Management, Data Analyst",2 to 3,Don't know,Don't know,Don't know,Don't know,Power BI,Don't know,Don't know,Don't know,Don't know,Don't know,"Google sheets, Excel, Google Drive, MS Teams, Google Meet, Slack","Appscript (Google), DAX (Power BI)",Chatgpt,,laptop,"No, I just found out now.","Yes, I have used at least one resource.","Data Analytics Philippines, Datasense Philippines, DEVCON Philippines, FTW Foundation, Power Apps Pilipinas Community","Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,Continue creating training ,LinkedIn,Multinational employer
2024504,45603.50069,"Makati, Philippines",Philippines,Prefer not to say,24,College degree,"Datacamp, Udemy, W3Schools",Python scraper that sends data to Kafka,"IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, MS Teams, Discord","Python, SQL","No, I do not use AI currently",,desktop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","FTW Foundation, Project SPARTA","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Volunteer for group initiatives",None,,Multinational employer
2024505,45603.50139,"Ozamiz City, Misamis Occidental",Philippines,Male,54,Master's degree,"Coursera, Datacamp, edX, Freecodecamp, Google Analytics, Google Cloudskills Boost, IBM Skills Gateway, Kaggle Online course, Khan Academy, LinkedIn Learning, MicrosoftLearn, Pluralsight, Udemy",ON GOING,Not working,Freelance,Work city different from residence,OZAMIZ CITY,"15,000 and below",Freelance,Mostly work from home/ fully remote,Data Analyst,Business Analyst,1 - Just me,None,None,None,None,Power BI,None,None,None,None,None,Excel,DAX (Power BI),"Chatgpt, Claude, Copilot, Gemini",NONE,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, Datasense Philippines",Continued learning,Answer surveys,NONE,LinkedIn,NOT WORKING
2024512,45603.90417,Cagayan de Oro City,Philippines,Male,32,College degree,"Datacamp, Udemy",ETL,Manufacturing,still finding,Work city different from residence,LUGAIT MISor,"15,001 to 25,000",Full-time,100% onsite,SUPPORT TECHNICIAN,SUPPORT TECHNICIAN,1 - Just me,Don't know,Pandas,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,"Google sheets, Excel, Google Drive, OneDrive, Discord",not daily basis,None,NO,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","DEVCON Community Group, DEVCON Philippines","Continued learning, Decision to shift",Answer surveys,,Indeed,Local employer
2024517,45604.76528,"Quezon City, Philippines",Philippines,,,College degree,"Datacamp, DICT",STILL LEARNING ,,STAT ANALYST,Work city same as residence,QC,"25,001 to 35,000",Contract fixed timeline,100% onsite,Data Analyst,Data Analyst,1 - Just me,,,,,Power BI,Census,,,,,"Google sheets, Excel, Google Drive",,Chatgpt,,DESKTOP AND LAPTOP,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,"Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Connect with sponsors",,My network  - people I know,Local employer
2024519,45605.66111,"Cebu City, Philippines",Philippines,Female,25,College degree,"Coursera, Datacamp, edX, Freecodecamp, Google Analytics, Power Up Program, Udemy, Youtube bootcamp",Co-created a Patient Management System for our Program Beneficiaries,Non-profit,Career shifter,Work city same as residence,Cebu City,"55,001 to 65,000",Full-time,Hybrid,Data Analyst,"Business Analyst, BI Developer, Internal Consulting",4 to 5,Excel ,"Pandas, Power BU",Azure SQL,Don't know,Power BI,Don't know,"Don't know, None","Don't know, None",Microsoft Azure,Excel,"Excel, MS Teams","DAX (Power BI), M language (Power Query), Python, SQL, VBA","Chatgpt, Copilot",Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AI Pilipinas, Analytics Association of the Philippines, Data Science Philippines, Eskwelabs Data Science Aral-Aral Group, FTW Foundation, PizzaPy - Cebu Python Users Group, Women Who Code Manila","Continued learning, Upskill / Skill acquisition, Network","Mentor, Co-training/ Training, Volunteer to speak in events",None,"LinkedIn, Glassdoor, My network  - people I know",Local employer
2024523,45605.72222,"Marikina City, Philippines",Philippines,Female,24,College degree,"Coursera, Datacamp, Google Analytics, Udemy",Call center Tableau dashboards with automated data refresh ,"IT, BPO, and Business Services",Career shifter,Work city different from residence,"Taguig City, Philippines","35,001 to 45,000",Full-time,Mostly work from home/ fully remote,Data Analyst,"Data Analyst, Business Analyst, UI/UX Designer",4 to 5,Don't know,"Pandas, Tableau Prep",Azure Synapse,Don't know,"Power BI, Tableau",Don't know,Don't know,Don't know,"Amazon Web Services (AWS), Microsoft Azure",Don't know,"Excel, OneDrive, MS Teams","DAX (Power BI), Python, SQL",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, DEVCON Community Group, FTW Foundation","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Co-training/ Training",,LinkedIn,Local employer
2024525,45605.72431,Batangas,Philippines,Male,28,College degree,Youtube bootcamp,Setup data platform using dagster and aws,"IT, BPO, and Business Services",Professional,Work city different from residence,wfh,"125,001 to 250, 000",Full-time,Mostly work from home/ fully remote,Data Engineer,"Data Analyst, Data Scientist, Software Engineer",1 - Just me,python,"Pandas, athena, glue",postgresql,Dagster,None,None,None,None,Amazon Web Services (AWS),PostgreSQL,"Google sheets, Google Drive, Monday.com, Google Meet, Slack","Python, SQL","Chatgpt, Claude, Copilot, Gemini, Github copilot",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",AI Pilipinas,"Continued learning, Network","Answer surveys, Volunteer for group initiatives, Volunteer to speak in events",,LinkedIn,"local employer, au client"
2024528,45606.66458,"Manila, Philippines",Philippines,Female,28,College degree,Datacamp,sales dashboard,Retail,Professional,Work city same as residence,taguig,"25,001 to 35,000",Full-time,100% onsite,Data Analyst,"Data Scientist, Business Analyst",2 to 3,None,Don't know,Don't know,Don't know,,Don't know,Don't know,Don't know,Don't know,Don't know,"Google sheets, Excel, Google Drive, Google Meet","DAX (Power BI), VBA",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Datasense Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition",Answer surveys,,"Indeed, jobstreet",Local employer
2024532,45607.32639,"Macrohon, Southern Leyte, Philippines",Philippines,Female,43,Master's degree,"Coursera, Datacamp, Google Analytics, W3Schools",Beginner,Education,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, Google Meet","Python, R",Chatgpt,"Colab Notebooks, PythonAnywhere Jupyter Notebook",desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Eskwelabs Data Science Aral-Aral Group, PizzaPy - Cebu Python Users Group, PyData Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Lead a study group, Mentor, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,,Local employer
2024537,45607.46319,Laguna - San Pedro,Philippines,Female,36,College degree,"Datacamp, W3Schools",None,Banking / Finance / Insurance,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, OneDrive, MS Teams, Google Meet, Discord","DAX (Power BI), SQL","Chatgpt, Copilot",,laptop,"No, I just found out now.","No, I just browsed through.",Project SPARTA,Upskill / Skill acquisition,Answer surveys,help me to upskill my knowledge and land a job,,Multinational employer
2024544,45608.28542,San Jose del Monte ,Philippines,Female,22,Secondary school student,"Datacamp, Freecodecamp, Udemy, W3Schools",N/A,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Javascript, Python, SQL","Chatgpt, Claude","Kaggle Notebooks, Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"No, I just found out now.",,Power BI Philippines UG,"Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,,,
2024546,45608.38403,"Quezon City, Philippines",Philippines,LGBTQ+,22,Secondary school student,"AWS Cloud Certification, Coursera, Datacamp, MicrosoftLearn, W3Schools",The best project I have ever done is with a group for a project in one of my subjects in my university. We created a job application website. I was assigned to handle our database. The main focus of this project is to see if the database will reflect the data input from the website and if the website will reflect the data coming from the database. We also did some data manipulation in this project.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Trello, MS Teams, Google Meet, Discord","DAX (Power BI), M language (Power Query), Python, SQL","Chatgpt, Copilot",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Women Who Code Manila,"Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Volunteer for group initiatives",,,
2024549,45608.5375,"Camarines Sur, Bicol Region, Philippines",Philippines,Male,29,College degree,"Cisco, Coursera, Datacamp, edX, Freecodecamp, Udemy, W3Schools",Simplified CRUD Full-Stack Website with Dashboard (for Data Visualization) using Laravel,Not working,Career shifter,Work city same as residence,Still no work but I would prefer either Hybrid or Remote Setup,"15,000 and below",Freelance,Mostly work from home/ fully remote,Data Encoder,Data Entry Job,1 - Just me,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,None,Microsoft SQL Server,"Google sheets, Excel, Google Drive, OneDrive, Zoom, Google Meet, Slack, Discord",SQL,Gemini,I am not using any of the above mentioned notebook products,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Datasense Philippines, Power BI Users Meetup, R User Group - Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Lead a study group, Mentor, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,I am still yet to try these job networking sites.,Still looking for a job
2024557,45609.46389,"Manila, Philippines",Philippines,Male,22,College degree,"SoloLearn, Udemy",Student Monitoring System using Biometrics. (Thesis),Instrumentation and Control,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Clickup, Zoom, MS Teams, Google Meet, Discord",Python,"No, I do not use AI currently",,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,"Continued learning, Upskill / Skill acquisition, Network",,,,Local employer
2024565,45613.14861,"Mandaluyong, Philippines",Philippines,Female,33,College degree,"Coursera, Datacamp, Git Hub Learning Lab, LeetCode, LinkedIn Learning, O'Reilly Online Learning, Pluralsight, Real Python, Udemy, W3Schools, Youtube bootcamp",ETL with Databricks / Snowflake,"IT, BPO, and Business Services",Professional,Work city different from residence,Makati,"125,001 to 250, 000",Full-time,Hybrid,Data Engineer,"Data Engineer, Cloud Architect, Developer",4 to 5,None,"Pandas, Spark",Databricks,None,Don't know,None,None,Databricks,"Microsoft Azure, Databricks",None,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Google Meet","Python, SQL","Databricks assistant, Company Chat AI",Databricks Collaborative Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AI Pilipinas, DEVCON Philippines, Python Philippines, Women Who Code Manila","Career advancement, Continued learning, Network","Resource for specific topic, Volunteer to speak in events", ,"LinkedIn, Glassdoor, My network  - people I know",Multinational employer
2024566,45614.57986,"Manila, Philippines",Philippines,Male,45,Other - specify,"Datacamp, Youtube bootcamp",Powerbi bootcamp,Not working,Career shifter,Work city same as residence,Manila,"15,000 and below",Freelance,Mostly work from home/ fully remote,Freelance,Financial analyst,1 - Just me,"Don't know, None",None,"Don't know, None","Don't know, None",Power BI,"Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Google sheets, Excel, Dropbox, Google Drive, Monday.com, Trello, Zoom, Google Meet, Slack, Discord","Excel,powerbi","No, I do not use AI currently, Chatgpt",None,desktop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Analytics for Pinoys, Data Analytics Philippines, Datasense Philippines","Continued learning, Upskill / Skill acquisition","Answer surveys, Volunteer for group initiatives","Separate beginners to advance,so that beginners will not be intimidated,well its just me.idk the others if they are.",My network  - people I know,Local employer
2024567,45614.58056,Pateros,Philippines,Male,23,College degree,Great learning free certification,Report Automation for Corplan ,"IT, BPO, and Business Services",Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Google Meet, Discord","Python, SQL",Chatgpt,Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AI Design Philippines, AIM-Master of Science in Data Science","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Joint initiative with other groups, Regularly post content, Resource for specific topic",Value post and sharing plus engagements ,,Local employer
2024569,45614.60486,"Quezon City, Philippines",Philippines,Male,28,College degree,"LinkedIn Learning, Udemy, W3Schools",I have only created PowerBI reports in my work so far.,Banking / Finance / Insurance,Career shifter,Work city different from residence,Taguig City,"35,001 to 45,000",Full-time,Hybrid,Data Analyst,"Data Engineer, Data Analyst, Business Analyst",6 to 10,Don't know,Don't know,Don't know,Don't know,Power BI,Don't know,Don't know,Don't know,Don't know,Oracle Database,"Google sheets, Excel, Google Drive, OneDrive, Clickup, Zoom, MS Teams, Google Meet, Discord","DAX (Power BI), SQL","Chatgpt, Gemini",Colab Notebooks,laptop,"No, I just found out now.",,Data Science Philippines,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups",None so far,My network  - people I know,Multinational employer
